id_juego,nombre,idioma,ambito,nombre_empresa,precio,registro,url,descripcion,videos,ficha_pdf 
92,Try or Die- The X-periment,Inglés,Gratuito,NA,NA,NO,http://tastycupcakes.org/2016/02/try-or-die-the-x-periment/,"Try or Die es un juego de 20 minutos para grupos de 3 a 5 personas en donde aprenderán a actuar en condiciones de incertidumbre/ambigüedad. Mediante tarjetas, se irán proponiendo desafíos a los participantes que tendrán que ir resolviendo.",NA,
93,Daily Stand Up Simulation,Inglés,Gratuito,NA,NA,NO,http://www.360pmo.com/daily-stand-up-simulation/,"Daily Stand Up Simulation es una práctica Stand-up ágil, visible y ampliamente utilizda. Los participantes jugarán los papeles de un guión dado y lo reproducirán. Al final de este se discutirán observaciones sobre Scrum, Stand-Up, etc",NA,
94,The Job Title Game,Inglés,Gratuito,NA,NA,NO,http://tastycupcakes.org/2016/01/the-job-title-game/,"The Job Title Game es una buena dinámica para favorecer un entorno de trabajo de equipo. Cada participante anotará con un título su última actividad en la empresa y el resto, al leer el título, tratará de adivinar a quién pertenece.",NA,
95,JardonBust,Inglés,Gratuito,NA,NA,NO,http://tastycupcakes.org/2015/10/jargonbust/,"JargonBust es un juego verbal en la que se comprobará cúanto saben los participantes sobre los conceptos de la metología ágil. Un miembro de uno de los equipos, tratará de explicar un concepto de la metodología ágil sin usar ninguna ninguna palabr...",NA,
96,My Toy: An Agile Product Development Game,Inglés,Gratuito,NA,NA,NO,http://blog.mjouan.fr/mytoy-agile-product-development-game/,"My Toy es un juego de simulación de desarrollo de productos mediante una metodología ágil con LEGO, Scrum, etc. El equipo construirá un mapa de historia y decidirá qué experimentos realizar en cada sprint para construir el producto más adecuado pa...",NA,
97,La Retrospectiva Sandwich,Español,Gratuito,NA,NA,NO,https://samuelcasanova.com/2014/10/la-retrospectiva-sandwitch/,"La Retrospectiva Sandwich es un juego ágil enfocado a obtener un número grande de ideas y soluciones a uno o varios problemas. La dinámica consistirá en la recolección de problemas, la aportación de soluciones mediante la generación de conocimie...",NA,
98,Brainwriting o técnica 635,Español,Gratuito,NA,NA,NO,https://samuelcasanova.com/2014/09/brainwriting-o-tecnica-635/,"La Técnica 636 o Brainwriting es una práctica por equipos ágiles para ir mejorando como equipo poco a poco. La idea es similar un Brainstorming pero en este caso las ideas se escriben, de tal forma que el siguiente jugador pueda leerlas e inspirarse e...",NA,
99,"Retrospectiva ""The Cool Wall""",Español,Gratuito,NA,NA,NO,https://samuelcasanova.com/2013/12/retrospectiva-the-cool-wall/,"The Cool Wall es un juego basado en el popular programa de coches de la BBS ""Top Gear"". Los participantes tendrán que clasificar los ítems dados de la empresa entre las categorías de: ""Seriously Un-Cool"", ""Un-Cool"", ""Cool"", ""Sub-Zero"", lo que ayudará...",NA,
100,"Retrospectiva ""Speed Dating""",Español,Gratuito,NA,NA,NO,https://samuelcasanova.com/2013/11/retrospectiva-speed-dating/,"Speed Dating tiene como objetivo potenciar la participación de los jugadores que deberán, durante un tiempo limitado, dar acciones a realizar en el próximo sprint sobre 4 temas asociados con la empresa para conseguir mejorar la actividad de la empre...",NA,
101,"Retrospectiva ""The Sailboat""",Español,Gratuito,NA,NA,NO,https://samuelcasanova.com/2013/10/retrospectiva-the-sailboat-o-el-velero/,"The Sailboat (El Velero) es una retrospectiva de equipo que consiste en hacer un DAFO pero con una representación visual del equipo como un velero: las velas son las fortalezas, el ancla las debilidades, la isla a lo lejos representa las oportunidades y...",NA,
102,The getKanban Board Game,Español,Gratuito,NA,NA,NO,http://scrum.menzinsky.com/2015/10/hay-algun-juego-para-crear-e-integrar.html,The getKanban board es un juego diseñado para enseñar los conceptos y la mecánica Kanban para el desarrollo software en una clase o taller.,NA,
103,Zeppelean,Español,Comercial,Prisma,"2,7 €/user",SI,https://bezeppelean.com/es/,Zeppelean es una plataforma de gamificación que convierte la evaluación de competencias en una competición de coleccionar cromos. Permite medir competencias y procesos internos de forma regular para así identificar y recompensar a las personas que ap...,NA,
104,Revista Scrum,Español,Gratuito,NA,NA,NO,http://www.lecciones-aprendidas.info/2013/04/una-dinamicajuego-para-ensenar-scrum.html,"Revista Scrum es un juego para enseñar Scrum que consiste en construir una revista basada en recortes de imágenes con textos. Para cada equipo se crea un Product Backlog priorizado. Al finalizar el sprint, se clasificarán los equipos por puntos.",NA,
105,Gestión de Proyectos con GOT,Español,Gratuito,NA,NA,NO,http://www.laboratorioti.com/2013/06/12/lemas-de-juego-de-tronos-aplicados-a-la-gestion-de-proyectos-casa-baratheon-i/,"Serie de artículos en donde, a partir de las diferentes casas de la famosa serie de Juego de Tronos, se obtendrán lecciones y mejores prácticas sobre la Gestión de Proyectos.",NA,
106,The Project Management Game,Inglés,Gratuito,NA,NA,NO,http://thatpmgame.com/,The Project Management Game es un juego gratis online de gestión de projectos. El juego se centra en la herramienta del Diagrama de Gantt y el objetivo es asignar el personal de la empresa con las tareas del Diagrama de Gantt.,NA,
107,F1 Project Management GRAN PRIX,Español,Gratuito,NA,NA,NO,http://itcformacionyconsultoria.com/juegos-gestion-proyectos-pm-comunicacion/,En F1 Project Management Grand Prix jugarás junto a tu equipo el papel de una empresa que acaba de entrar a competir en la Fómula 1 creando una nueva escudería. Mediante cartón se construirá una rueda que simulará el coche y el trazado se dibujará...,NA,
108,Sharkworld,Inglés,Gratuito,NA,NA,SI,http://www.sharkworldgame.com/,Sharkworld permite a los aspirantes a gestores de proyectos experimentar y adquirir experiencia en aspectos clave de la gestión de proyectos en un entorno entretenido y motivador. Este juego en línea crea un entorno virtual convincent en el que se desa...,NA,
109,Project Risk Game,Inglés,Comercial,Successful Projects,200$,SI,http://www.successfulprojects.com/Store/Project-Risk-Board-Game,"Project Risk es un juego que forma a los participantes en la Gestión de Proyectos en el ámbito del conocimiento de la Gestión de los Riesgos. Se juega en un tablero de juego, con cartas y piezas sobre los riesgos.",NA,
110,The Battle of the Retrospectives,Inglés,Gratuito,NA,NA,NO,http://agify.me/the-battle-of-the-retrospectives/,"The Battle of Retrospecives es un ejercicio para practicar diversas formas de realizar retrospectivas. Podría usarse también como un instrumento para evaluar y, a la larga, seleccionar el formato retrospectivo que mejor se adapte a las necesidades y pr...",NA,
111,The Faceboard Game,Inglés,Gratuito,NA,NA,NO,http://agify.me/the-faceboard-game/,"The Faceboard Game es un ejercicio diseñado para que los miembros de equipos de trabajo grandes (de más de 50 personas) se conozcan entre ellos: nombres, intereses, gustos, etc, y así formen grupos de interés. Este juego se concibió para que los par...",NA,
112,The Teamwork Oscars,Inglés,Gratuito,NA,NA,NO,http://agify.me/the-teamwork-oscars/,"The Teamwork Oscars es un juego en el que los participantes, por equipos, deberán resolver una serie de acertijos. Los oscars se repartirán entre los ganadores. Este ejercicio se puede usar para analizar más a fondo la importancia de los roles grupale...",NA,
113,The Workplace Equations,Inglés,Gratuito,NA,NA,NO,http://agify.me/the-workplace-equations/,"The Workplace Equations es un ejercicio que impulsa a los participantes a plantearse acerca de qué tipo de satisfacción y motivación hay en el trabajo. El tema principal del juego será la famosa ecuación de: ""Heaven ==! Hill"" utilizándola en el ám...",NA,
114,"Means First, Then States Syndrome",Inglés,Gratuito,NA,NA,NO,http://agify.me/means-first-then-states-syndrome/,"Means First, then States Syndrome genera una discusión significativa sobre qué es el éxito para los proyectos y qué factores podrían incluir en ellos. Además, aboga por la Teoría de los Interesados y el Análisis de las partes interesadas.",NA,
115,Values Advocacy,Inglés,Gratuito,NA,NA,NO,http://agify.me/values-advocacy/,Values Advocacy es un ejercicio que introduce e impulsa una discusión sobre los cuatro valores en el Manifiesto Ágil. Dinámica por equipos en la que cada equipo deberá pensar aspectos positivos y negativos de cada valor.,NA,
116,"Defining ""Done""",Inglés,Gratuito,NA,NA,NO,http://tastycupcakes.org/2014/06/defining-done/,"Este juego ayuda a los equipos a crear una nueva definición de ""hecho"" y comprenderán porqué es tan importante. Mediante la construcción de un avión de papel, los equipos deberán construir una definición del trabajo hecho bajo unos requisitos.",NA,
117,Featureban,Inglés,Gratuito,NA,NA,NO,https://www.agendashift.com/featureban,"Featureban es un juego de simulación kanban simple, divertido y personalizable. El juego comienza con administración visual (iteración 1), límites de WIP (iteración 2) y métricas (iteración 3).",NA,
118,15-minute FOTO,Inglés,Gratuito,NA,NA,NO,https://www.agendashift.com/15-minute-foto,"15-minute FOTO es un juego de entrenamiento inspirado en el ""clean language"" . FOTO significa ""de obstáculos a resultados"" (from obstacles to outcomes). Los participantes en 15 minutos deben de generar tantos como puedan.",NA,
119,The Rocket Retrospective,Inglés,Gratuito,NA,NA,NO,http://agify.me/the-rocket-retrospective/,The Rocket Retrospective es una retrospectiva de 15 minutos que definde las acciones concretas de seguimiento de cada uno de sus participantes.,NA,
120,LEGO Flow Game,Inglés,Gratuito,NA,NA,NO,https://availagility.co.uk/resources/games/lego-flow-game/,"LEGO Flow Game es un ejercicio divertido para comparar y contrastar diferentes enfoques de procesos, con respecto a cómo fluye el trabajo. El objetivo del juego es contruir elementos de LEGO con un flujo de trabajo definido.",NA,
121,The Risk is in the blocks!,Inglés,Gratuito,NA,NA,NO,http://tastycupcakes.org/2013/04/the-risk-is-in-the-blocks/,The Risk is in the blocks permite al alumno aprender sobre la gestión de riesgos y realizar evaluaciones mediante este divertido juego.,NA,
122,E.W.A.N. McGregor,Inglés,Gratuito,NA,NA,NO,https://docs.google.com/document/d/10WlzaTpyZS5uHg1fA8NI_inOpjdpNOtOI2br543FtIc/edit,"El propósito del juego E.W.A.N. McGregor es el de ayudar al equipo a admitir un tema difícil, preparase para hablar sobre él y avanzar. Además, ayudará a los participantes a resolver conflictos.",NA,
123,Workkola,Español,Gratuito,NA,NA,NO,https://workkola.com/es/estudiantes/,Workkola es una nueva plataforma que realiza procesos de selección mediante gamificación. Su razón de ser se basa en la contratación de perfiles junior tomando como referencia las habilidades demostradas y no un currículum.,NA,
140,Kahoot,Inglés,Gratis,Kahoot,NA,SI,https://kahoot.com/?utm_name=controller_app&utm_source=controller&utm_campaign=controller_app&utm_medium=link,Kahoot permite crear preguntas y respuestas de manera muy intuitiva que pueden ser utilizadas a modo de repaso para los alumnos de manera individual o grupal. Resulta muy visual y muy divertido,NA,
139,Classdojo,Español,Gratis,NA,NA,SI,https://www.classdojo.com/es-es/,Plataforma de gestión del aula en la que participan tanto estudiantes como profesores y además de padres. Su objetivo es permitir al profesor administrar un aula escolar en base a puntuaciones sobre el comportamiento.,NA,
124,Ribbon Hero,Español,Gratuito,NA,NA,SI,http://www.wonnova.com/blog/ribbon-hero-gamificacion-para-aprender-a-usar-msoffice-201306,"Ribbon Hero es un juego lanzado por Microsoft para facilitar el aprendizaje de MS Office. Los usuarios tendrán que superar retos como formatear textos, insertar tablas, calcular promedios con Excel, etc.",NA,
125,Gamification Model Canvas,Español,Gratuito,NA,NA,NO,http://www.gameonlab.es/canvas/,Gamification Model Canvas es una herramienta gratuita que ayuda a generar juegos teniendo en cuenta los objetivos. Está basado en modelos formales de diseño de juego y experiencia en proyectos de gamificación.,NA,
138,Classcraft,"Español, Inglés",Gratis,Shawn Young,NA,SI,https://www.classcraft.com/es/,Juego de rol diseñado para educación en el cual juegan profesores y alumnos. Los logros que los alumnos consiguen en el juego también les sirve en la vida real.,NA,
126,El Plan del Héroe,Español,Comercial,theheroeplan,12.95,SI,http://theheroplan.com/es/,"El Plan del Héreo (The Heroe Plan) es un juego de tablero que proporciona una ayuda para la creación de empresas. Tiene versión digital, virtual o impresa.",NA,
127,The Herculean Donut,Inglés,Gratuito,NA,NA,NO,http://tastycupcakes.org/2013/02/the-herculean-doughnut/,The Herculean Donut es un juego para ayudar a evaluar si los involucrados en un proyecto comprenden sus responsabilidades entre sí y con respecto al proyecto.,NA,
128,Take the Win Win Wave,Inglés,Gratuito,NA,NA,NO,http://tastycupcakes.org/2012/12/take-the-win-win-wave/,"Take the Win Win Wave es un juego donde las personas intentan visualizar su flujo de trabajo y mejorarlo. Utiliza el enfoque ""play & work"" y el mapeo de flujo de valores.",NA,
129,Mafia (game),Inglés,Gratuito,NA,NA,NO,http://www.games-wiki.org/wiki/Werewolves_of_Millers_Hollow/,"Mafia es un famoso juego utilizado en círculos de desarrollo y como juego de trabajo de equipo. Consiste en un juego de identidades ocultas. Simula un conflicto entre una minoría informada, la mafia, y una mayoría desinformada, los inocentes.",NA,
130,Delight,Inglés,Gratuito,NA,NA,NO,http://tastycupcakes.org/2012/11/delight/,"Delight es un ejericio de improvisación por parejas. Cada pareja debe contar (deleitar) una historia sobre algo que hicieron juntos, pero uno de ellos solo puede responder no. Cuando el compañero escuche ""no"" debe cambiar la dirección de la historia.",NA,
131,The Blame Game,Inglés,Gratuito,NA,NA,NO,http://tastycupcakes.org/2012/10/the-blame-game/,The Blame Game es un juego diseñado para que las personas experimenten los efectos de diferentes sistemas de castigos/recompensas en la forma en que un equipo trabaja en conjunto.,NA,
137,Pasapalabra,Español,Gratis,NA,NA,NO,http://activinspire.blogspot.com/2013/05/pasapalabra-en-powerpoint.html,Mediante esta entrada de blog podremos personalizar la presentación Power point con las preguntas que queramos que contenga el Pasapalabra. Válida para cualquier asignatura en la que se quiera reforzar los conceptos teóricos de una manera dinámica y ...,NA,
132,Multitasking game - Hands/Numbers/Song,Inglés,Gratuito,NA,NA,NO,http://winnipegagilist.blogspot.com.es/2012/01/multitasking-game-handsnumberssong.html,"Multitasking game - Hands/Numbers/Song es un juego que siimula los costos reales del cambio de tareas. El juego consiste en, por parejas, realizar tres tareas diferentes y comparar los tiempos.",NA,
133,Learning Matrix,Inglés,Gratuito,NA,NA,NO,http://tastycupcakes.org/2011/08/learning-matrix/,Learning Matrix es un juego retrospectivo que consiste en identificar los elementos de mayor prioridad para mejorar el proceso. Este ejercicio permite realizar análisis retrospectivos en un entorno positivo.,NA,
134,Mapa de empatía,Español,Gratuito,NA,NA,NO,http://dispersium.es/mapa-de-empatia-ponte-en-los-zapatos-de-tu-cliente/,"El Mapa de Empatía es una herramienta que obliga a los participantes a ""ponerse en el lugar del cliente"" con el objetivo de identificaar realmente las características que nos permitirán realizar un mayor ajuste entre nuestros productos o servicios y s...",NA,
135,Speed Boat,Inglés,Gratuito,NA,NA,SI,http://www.innovationgames.com/speed-boat/,"El objetivo de Speed Boat es identificar los factores que impiden que su producto o servicio avance. La velocidad del bote representa a la empresa del participante, mientras que los problemas que lo retrasan están simbolizados por anclas.",NA,
136,Planning Poker,Inglés,Gratuito,NA,NA,NO,https://www.crisp.se/bocker-och-produkter/planning-poker,"Planning Poker es una herramienta sencilla pero poderosa que hace que la estimación en equipo sea más rápida, más precisa y mas divertida.",NA,
142,Codespells,Inglés,Comercial,Multi-Dimensional Games,"19,99$",SI,https://codespells.org/,"Juego de ambientación de rol y fantasía, donde los jugadores se pondrán en el papel de unos magos y tendrán una amplia gama de posibilidades de conjuros basándose en los 4 elementos (Tierra, fuego, agua y aire). La originalidad consiste en que para ...",NA,
143,CodeCombat,Inglés,Comercial,CodeCombat,NA,SI,https://codecombat.com/,"Un videojuego para aprender a programar en el que tendremos que ir resolviendo ciertos retos y problemas a través de código para ir avanzando y mejorar nuestro nivel y equipamiento. Cada vez serán planteamientos más complicados, y cada vez aprenderem...",NA,
144,Lean Machines,Inglés,Producción / Lean,Siemens,Gratuito,No,https://leanmachinesgame.co.uk/,"Simulación online de una línea de producción de cinco estaciones donde el jugador debe configurar operaciones, gestionar inventario y organizar la secuencia de producción para maximizar el throughput y minimizar desperdicios siguiendo principios Lean.",NA,data_clean/fichas/lean_machines.pdf
145,MTaKanDoLean,Inglés,Lean Manufacturing / Operaciones,Experiential Learning Ltd,£825,No,https://www.experientiallearning.org/kits/kando-lean/,"Juego presencial tipo workshop donde equipos simulan una línea de producción para aprender principios Lean como 5S, eliminación de desperdicios, balanceo de línea, pull systems y mejora continua mediante ciclos de mejora.",NA,data_clean/fichas/mtakandolean.pdf
146,RTY Card Drop,Inglés,Calidad / Six Sigma,MoreSteam,Gratuito,No,https://media.moresteam.com/university/downloads/RTY_Card_Drop_Instructions.pdf,Dinámica de equipo utilizada en formación Six Sigma para comprender el concepto de Rolled Throughput Yield (RTY) simulando una línea de producción mediante la caída de naipes en estaciones sucesivas.,NA,data_clean/fichas/rty_naipes.pdf
147,TOCNUN Factory Simulator,Español,Gestión de Operaciones / TOC,Tecnun (Universidad de Navarra),Gratuito,Sí,,Simulador educativo de gestión de producción utilizado para enseñar Theory of Constraints y gestión de cuellos de botella mediante la planificación y control de una planta productiva.,NA,data_clean/fichas/tocnun_ma.pdf
